Symbol,Name,Market
VIDIFI,Tong Cong ty Phat trien ha tang va dau tu tai chinh Viet Nam,OTC
VIE,Cong ty Co phan Cong nghe Vien thong VITECO,HNX
VIENTHONGA,Cong ty co phan San xuat-Thuong mai-Xuat nhap khau Vien thong A,OTC
VIETHA,Cong ty TNHH MTV Dau tu Viet Ha,OTC
VIETRACIMEX,Tong Cong ty co phan Thuong mai Xay dung,OTC
VIETSOVPETRO,Lien doanh Viet - Nga Vietsovpetro,OTC
VIETTEL,Tap doan Vien thong Quan doi (Viettel),OTC
VIETTELSTORE,Cong ty TNHH NN MTV Thuong mai va XNK Viettel,OTC
VIF,Tong Cong ty Lam nghiep Viet Nam - CTCP,HNX
VIFON,CTCP Ky nghe thuc pham Viet Nam,OTC
VIG,Cong ty Co phan Chung khoan Thuong mai va Cong nghiep Viet Nam,HNX
VIGECAM,Tong Cong ty Vat tu Nong nghiep - Cong ty TNHH MTV,OTC
VIGROUP,VI (Vietnam Invesments) Group,OTC
VIH,Cong ty Co phan Viglacera Ha Noi,Upcom
VIM,Cong ty Co phan Khoang san Viglacera,Upcom
VIN,CTCP Giao nhan Kho van Ngoai thuong Viet Nam,Upcom
VINACAFE,Tong Cong ty Ca phe Viet Nam - Cong ty TNHH MTV,OTC
VINACAM,CTCP Vinacam,OTC
VINACAP,VinaCapital,OTC
VINACCO,Tong Cong ty Xay dung Nong nghiep Viet Nam - CTCP,OTC
VINACHEM,Tap doan Hoa chat Viet Nam,OTC
VINACOMIN,Tap doan Cong nghiep Than - Khoang san Viet nam,OTC
VINAGLOBAL,Cong ty Co phan Chung khoan Toan Cau,OTC
VINAMED,Tong Cong ty Thiet bi Y te Viet Nam - CTCP,OTC
VINAMOTOR,Tong Cong ty Cong nghiep O to Viet Nam - CTCP,OTC
VINAPACO,Tong Cong ty Giay Viet Nam,OTC
VINASTAR,Cong ty TNHH o to Mitsubishi  Viet Nam,OTC
VINASUGAR1,Tong Cong ty Mia duong I - CTCP,OTC
VINASUGAR2,Tong Cong ty Mia duong II - CTCP,OTC
VINATABA,Tong Cong ty Thuoc la Viet Nam - Cong ty TNHH MTV,OTC
VINATEA,Tong Cong ty Che Viet Nam,OTC
VINAWACO,Tong Cong ty Xay dung Duong thuy - CTCP,OTC
VINAWEALTH,Cong ty Co phan Quan ly Quy VINAWEALTH,OTC
VINAXUKI,CTCP O to Xuan Kien Vinaxuki,OTC
VINECOM,Cong ty TNHH VinE-com,OTC
VINFAST,Cong ty TNHH San Xuat va Kinh Doanh Vinfast,OTC
VINMART,CTCP Sieu thi VinMart,OTC
VINMEC,CTCP Benh vien Da khoa Quoc te Vinmec,OTC
VIP,Cong ty Co phan Van tai Xang dau VIPCO,HSX
VIPC,Cong ty Co phan Quan ly Quy Dau tu VIPC,OTC
VIR,Cong ty co phan Du lich Quoc te Vung Tau,Upcom
VIS,Cong ty Co phan Thep Viet Y,HSX
VISSAI,Cong ty TNHH Tap doan Hoang Phat Vissai,OTC
VIT,Cong ty Co phan Viglacera Tien Son,HNX
VITS,Cong ty Co phan Chung khoan VIT,OTC
VIW,Tong Cong ty Dau tu Nuoc va Moi truong Viet Nam - CTCP,Upcom
VIX,Cong ty co phan Chung khoan VIX,HNX
VJC,Cong ty co phan Hang khong VietJet,HSX
VKC,Cong ty co phan Cap Nhua Vinh Khanh,HNX
VKD,Cong ty Co phan Nuoc khoang Khanh Hoa,Upcom
VKP,Cong ty Co phan Nhua Tan Hoa,Upcom
VLA,Cong ty Co phan Dau tu va Phat trien Cong nghe Van  Lang,HNX
VLB,CTCP Xay dung va San xuat Vat lieu Xay dung Bien Hoa,Upcom
VLC,Tong Cong ty Chan nuoi Viet Nam - CTCP,Upcom
VLD,Cong ty Co phan Bat Dong San Viettronics,OTC
VLF,Cong ty Co phan Luong thuc Thuc pham Vinh Long,Upcom
VLG,CTCP Vinalines Logistics - Viet Nam,Upcom
VLP,Cong ty Co phan Cong trinh cong cong Vinh Long,Upcom
VLW,Cong ty Co phan Cap nuoc Vinh Long,Upcom
VMA,Cong ty co phan Cong nghiep O to – Vinacomin,Upcom
VMC,Cong ty Co phan Vimeco,HNX
VMD,Cong ty co phan Y Duoc pham Vimedimex,HSX
VMEP,Cong ty TNHH Che tao cong nghiep va gia cong che bien hang xuat khau Viet Nam,OTC
VMG,Cong ty Co phan Thuong mai va Dich vu Dau khi Vung Tau,Upcom
VMI,Cong ty Co phan Khoang san va Dau tu VISACO,HNX
VMS,CTCP Phat trien Hang hai,HNX
VMSN,Tong Cong ty Bao dam an toan hang hai mien Bac,OTC
VMSS,Tong Cong ty Bao dam an toan hang hai mien Nam,OTC
VNA,Cong ty Co phan Van tai Bien Vinaship,Upcom
VNAC,Cong ty Co phan Quan ly quy Dau tu Chung khoan Lien Minh Viet Nam,OTC
VNB,CTCP Sach Viet Nam,Upcom
VNC,Cong ty Co phan Tap doan Vinacontrol,HNX
VND,Cong ty co phan Chung khoan VNDIRECT,HSX
VNE,Tong cong ty Co phan Xay dung dien Viet Nam,HSX
VNF,Cong ty co phan Vinafreight,HNX
VNF1,Tong Cong ty Luong thuc Mien Bac,OTC
VNG,Cong ty Co phan Du lich Thanh Thanh Cong,HSX
VNGX,CTCP VNG,OTC
VNH,Cong ty Co phan Dau tu Viet Viet Nhat,Upcom
VNHELICOPTER,Tong Cong ty Truc thang Viet Nam - Cong ty TNHH,OTC
VNHOLDING,Vietnam Holding Limited,OTC
VNI,Cong ty co phan Dau tu Bat dong san Viet Nam,Upcom
VNL,Cong ty co phan Logistics Vinalink,HSX
VNM,Cong ty Co phan Sua Viet Nam,HSX
VNMETF,Market Vectors Vietnam ETF,OTC
VNN,Cong ty co phan Dau tu va Thuong mai VNN,Upcom
VNOMAN,Vietnam Oman Investment,OTC
VNP,Cong ty co phan Nhua Viet Nam,Upcom
VNPOST,Tong Cong ty Buu dien Viet Nam,OTC
VNPT,Tap doan Buu chinh Vien thong Viet Nam,OTC
VNR,Tong Cong ty Co phan Tai bao hiem quoc gia Viet Nam,HNX
VNRAILWAYS,Tong Cong ty Duong sat Viet Nam,OTC
VNS,Cong ty Co phan Anh Duong Viet Nam,HSX
VNSC,Cong ty Co phan Chung khoan VINA,OTC
VNT,Cong ty co phan Giao nhan Van tai Ngoai thuong,HNX
VNX,Cong ty Co phan Quang cao va Hoi cho Thuong mai,Upcom
VNY,Cong ty Co phan Thuoc Thu y Trung uong I,Upcom
VOC,Tong Cong ty Cong nghiep Dau thuc vat Viet Nam - CTCP,Upcom
VOS,Cong ty Co phan Van tai bien Viet Nam,HSX
VPA,CTCP Van tai Hoa dau VP,Upcom
VPB,Ngan hang Thuong mai Co phan Viet Nam Thinh Vuong,HSX
VPBS,Cong ty co phan Chung khoan VPS,OTC
VPC,Cong ty Co phan Dau tu va Phat trien Nang luong Viet Nam,Upcom
VPD,Cong ty co phan Phat trien Dien luc Viet Nam,HSX
VPG,Cong ty Co phan Dau tu Thuong mai Xuat nhap khau Viet Phat,HSX
VPH,Cong ty Co phan Van Phat Hung,HSX
VPI,Cong ty Co phan Dau tu Van Phu - Invest,HSX
VPK,Cong ty Co phan Bao bi dau thuc vat,Upcom
VPL,Cong ty TNHH Mot thanh vien Vinpearl,HSX
VPR,CTCP In va Thuong mai Vina,Upcom
VPS,CTCP Thuoc sat trung Viet Nam,HSX
VPW,Cong ty Co phan Cap thoat nuoc so 1 Vinh Phuc,Upcom
VQC,Cong ty Co phan Giam dinh Vinacomin,Upcom
VQSC,Cong ty Co phan Chung khoan Viet Quoc,OTC
VRC,Cong ty Co phan Bat dong san va Dau tu VRC,HSX
VRE,Cong ty Co phan Vincom Retail,HSX
VRG,CTCP Phat trien do thi va Khu cong nghiep Cao su Viet Nam,Upcom
VSA,Cong ty co phan Dai ly Hang hai Viet Nam,HNX
VSC,Cong ty co phan Tap doan Container Viet Nam,HSX
VSCS,Cong ty Co phan Chung khoan Viet,OTC
VSE,Cong ty co phan Dich vu Duong cao toc Viet Nam,Upcom
VSEC,Cong ty Co phan Chung khoan Viet Nam,OTC
VSF,Tong Cong ty Luong thuc Mien Nam - Cong ty co phan,Upcom
VSG,Cong ty Co phan Container Phia Nam,Upcom
VSH,Cong ty Co phan Thuy dien Vinh Son - Song Hinh,HSX
VSI,Cong ty Co phan Dau tu va Xay dung Cap thoat nuoc,HSX
VSIP,Cong ty Lien doanh TNHH Khu cong nghiep Viet Nam - Singapore,OTC
VSIV,Cong ty co phan VS Industry Vietnam,OTC
VSM,Cong ty Co phan Container Mien Trung,HNX
VSN,CTCP Viet Nam Ky nghe Suc san,Upcom
VSP,Cong ty co phan Van tai bien va Bat dong san Viet Hai,Upcom
VST,Cong ty Co phan Van tai va Thue tau bien Viet Nam,Upcom
VT1,Cong ty Co phan Vat tu Ben Thanh,Upcom
VT8,Cong ty Co phan Dich vu Van tai o to so 8,Upcom
VTA,Cong ty Co phan Vitaly,Upcom
VTB,Cong ty Co phan Viettronics Tan Binh,HSX
VTC,Cong ty Co phan Vien thong VTC,HNX
VTCC,CTCP Quan ly Quy Viet Tin,OTC
VTCCORP,Tong Cong ty Truyen thong da phuong tien VTC,OTC
VTCINTECOM,Cong ty VTC Cong nghe va Noi dung so,OTC
VTCONLINE,CTCP VTC Truyen thong Truc tuyen,OTC
VTD,Cong ty co phan Du lich Vietourist,Upcom
VTE,Cong ty co phan Vien thong Dien tu Vinacap,Upcom
VTF,Cong ty Co phan Thuc an Chan nuoi Viet Thang,HSX
VTG,Cong ty co phan Du lich tinh Ba Ria - Vung Tau,Upcom
VTH,Cong ty Co phan Day cap dien Viet Thai,HNX
VTI,Cong ty Co phan San xuat – Xuat nhap khau Det May,Upcom
VTJ,Cong ty co phan Thuong mai va Dau tu Vinataba,HNX
VTK,Cong ty co phan Tu van Thiet ke Viettel,Upcom
VTL,Cong ty Co phan Vang Thang Long,HNX
VTM,CTCP Van tai va Dua don tho mo - Vinacomin,Upcom
VTO,Cong ty Co phan Van tai Xang dau VITACO,HSX
VTP,Tong CTCP Buu chinh Viettel,Upcom
VTR,CTCP Du lich va Tiep thi Giao thong Van tai Viet Nam - Vietravel,Upcom
VTS,Cong ty Co phan Viglacera Tu Son,HNX
VTSC,Cong ty Co phan Chung khoan Viet Thanh,OTC
VTSS,Cong ty Co phan Chung khoan Viet Tin,OTC
VTV,Cong ty Co phan Nang luong va Moi truong VICEM,HNX
VTX,Cong ty co phan Van tai da phuong thuc Vietranstimex,Upcom
VVDIF,Quy Dau tu Kham pha Gia tri Ngan hang Cong Thuong Viet Nam,OTC
VVN,Tong Cong ty co phan Xay dung cong nghiep Viet Nam,Upcom
VW3,Cong ty co phan Viwaseen3,Upcom
VWS,Cong ty Co phan Nuoc va Moi truong Viet Nam,Upcom
VXB,Cong ty Co phan Vat lieu xay dung Ben Tre,HNX
VXP,CTCP Thuoc Thu y Trung uong VETVACO,Upcom
VXT,CTCP Kho van va Dich vu Thuong mai,Upcom
WASATCH,Wasatch Frontier Emerging Small Countries Fund,OTC
WCS,Cong ty Co phan Ben xe Mien Tay,HNX
WOORICBV,Cong ty TNHH Chung khoan NH Viet Nam,OTC
WSB,Cong ty Co phan Bia Sai Gon - Mien Tay,Upcom
WSS,Cong ty Co phan Chung khoan Pho Wall,HNX
WTC,CTCP Van tai thuy - Vinacomin,Upcom
WTN,Cong ty Co phan Cap thoat nuoc Tay Ninh,Upcom
X18,Cong ty Co phan Xi mang X18,Upcom
X20,Cong ty Co phan X20,HNX
X26,Cong ty co phan 26,Upcom
X77,Cong ty Co phan Thanh An 77,Upcom
XDH,Cong ty co phan Dau tu Xay dung Dan dung Ha Noi,Upcom
XHC,Cong ty co phan Xuan Hoa Viet Nam,Upcom
XLV,Cong ty Co phan Xay lap va Dich vu Song Da,Upcom
XMC,Cong ty co phan Dau tu va Xay dung Xuan Mai,Upcom
XMCP,CTCP Xi mang Cam Pha,OTC
XMCT,CTCP Xi mang Cong Thanh,OTC
XMD,Cong ty co phan Xuan Mai - Dao Tu,Upcom
XMHP,Cong ty TNHH MTV Xi mang Vicem Hai Phong,OTC
XMTD,Cong ty TNHH MTV Xi mang Vicem Tam Diep,OTC
XMXT,CTCP Xi mang Xuan Thanh,OTC
XPH,Cong ty Co phan Xa phong Ha Noi,Upcom
YAMAHAVN,Cong ty TNHH Yamaha Motor Viet Nam,OTC
YAN,CTCP Cong nghe va Tam nhin Yeu am nhac,OTC
YBC,Cong ty Co phan Xi mang va Khoang san Yen Bai,Upcom
YBM,Cong ty Co phan Khoang san Cong nghiep Yen Bai,HSX
YEG,Cong ty Co phan Tap doan Yeah1,HSX
YENKHANH,Cong ty TNHH Thuong mai Dich vu San xuat Yen Khanh,OTC
YRC,CTCP Duong sat Yen Lao,Upcom
YSC,Cong ty Co phan Hapaco Yen Son,HNX
YSKH,Cong ty TNHH Nha nuoc MTV Yen sao Khanh Hoa,OTC
YTC,Cong ty Co phan Xuat nhap khau Y te Thanh pho Ho Chi Minh,Upcom
